umidade_solo,temperatura,luminosidade,nutrientes_P,nutrientes_K,irrigacao
30.0,22.0,500.0,1.0,0.0,1
45.0,25.0,800.0,1.0,1.0,0
60.0,28.0,1000.0,0.0,1.0,0
20.0,18.0,300.0,0.0,0.0,1
70.0,30.0,1200.0,1.0,1.0,0
80.0,35.0,1500.0,0.0,1.0,0
25.0,20.0,400.0,0.0,0.0,1
55.0,27.0,900.0,1.0,0.0,0
40.0,24.0,700.0,1.0,1.0,0
75.0,32.0,1100.0,0.0,1.0,0
48.72700594236812,34.01428612819832,812.3957592679835,0.5986584841970366,0.15601864044243652,1
37.79972601681013,16.161672243363988,906.3233020424547,0.6011150117432088,0.7080725777960455,1
31.02922471479012,34.39819704323989,882.7098485602952,0.21233911067827616,0.18182496720710062,1
39.17022549267169,21.084844859190753,667.3295021425665,0.43194501864211576,0.2912291401980419,1
60.59264473611897,17.789877213040835,504.50125397465274,0.3663618432936917,0.45606998421703593,0
69.25879806965068,18.993475643167194,659.9641068895281,0.5924145688620425,0.046450412719997725,1
60.37724259507192,18.41048247374583,345.53611508969567,0.9488855372533332,0.9656320330745594,0
70.41986740582306,21.092275383467413,368.3704798044687,0.6842330265121569,0.4401524937396013,0
36.10191174223894,24.903538202225405,324.0719647806529,0.9093204020787821,0.2587799816000169,1
63.1261142176991,21.23422152178822,664.0476148244676,0.5467102793432796,0.18485445552552704,1
78.47923138822793,30.50265646722229,957.6492590949324,0.8948273504276488,0.5978999788110851,1
76.09371175115584,16.76985004103839,437.18800369340164,0.045227288910538066,0.32533033076326434,0
49.4338644844741,20.426980635477918,880.1162564063505,0.3567533266935893,0.28093450968738076,1
57.13480415791243,17.818484499495252,861.5378865278278,0.07455064367977082,0.9868869366005173,1
68.61223846483287,18.974313630683447,303.8654819865217,0.8154614284548342,0.7068573438476171,0
66.45035840204937,30.425406933718914,351.83125621386324,0.3584657285442726,0.11586905952512971,1
73.15517129377967,27.46596253655116,531.6286173968545,0.06355835028602363,0.3109823217156622,0
46.25916610133736,29.59212356676128,746.2902299486492,0.8872127425763265,0.4722149251619493,0
35.97971229691508,29.2648957444599,832.5495340318282,0.5612771975694962,0.770967179954561,1
54.689779818219534,25.45465658763988,599.2787128509847,0.02541912674409519,0.10789142699330445,1
31.57145928433671,27.72820822527561,520.0491867534287,0.5085706911647028,0.907566473926093,1
42.464611457443745,23.207658460712594,828.885796980134,0.22879816549162246,0.07697990982879299,1
44.4875726456884,18.22442574508009,950.7883566398011,0.808120379564417,0.6334037565104235,1
73.57302950938589,31.07344153798229,430.5990412202251,0.8925589984899778,0.5393422419156507,1
70.37200775820313,32.92182599846986,522.6024324803047,0.11005192452767676,0.22793516254194168,1
51.355389431312815,31.36029531844986,902.5114082794404,0.006952130531190703,0.5107473025775657,1
50.87055015743895,19.442156209414605,383.90575713357794,0.33761517140362796,0.9429097039125192,0
46.160146601037766,25.37581243486732,792.1132712266244,0.363629602379294,0.9717820827209607,0
78.12236474710556,20.035645916507285,648.0739541246699,0.30087830981676966,0.2848404943774676,1
31.84434736772664,27.191286679597937,651.875316260203,0.05147875124998935,0.27864646423661144,1
75.41329429833269,19.79123781333945,401.4264104638562,0.489452760277563,0.9856504541106007,0
42.10276357557502,28.442710948117572,833.1337307301023,0.23763754399239967,0.7282163486118596,1
48.389156635962664,27.64611661187159,743.4707975326263,0.5357746840747585,0.0902897700544083,1
71.7651247794619,21.415601299434716,430.562957279898,0.040775141554763916,0.5908929431882418,0
63.87821809211412,15.331756578557123,658.4651408094967,0.22649577519793795,0.6451727904094499,0
38.718321450249576,28.81875476204932,570.7147424103762,0.9367299887367345,0.13752094414599325,1
47.05331755251292,17.269470424811782,947.285532794994,0.877339353380981,0.2579416277151556,1
62.999202301708955,31.344444004024318,688.6405681196236,0.5296505783560065,0.24185229090045168,1
34.65513839029496,32.944315159066534,930.2926400143314,0.6331014572732679,0.3390297910487007,1
